Organisasjonsnummer
4644
4215
3438
1557
5041
975284158
975282775
975299481
980074919
974593572
975273253
975285359
975299732
975277259
975285383
974570041
911572907
975272273
974747960
875270672
975284972
975287343
974594323
975286045
975286010
975275132
974590433
974618125
987781475
875299832
975289451
975274764
974548844
975275078
975290832
974566613
974610779
974590492
975278905
975280748
975280578
974747839
926345990
974583666
964949204
921060157
943464723
964978662
962378064
864966012
922121893
921060440
935478715
3415
3049
1860
3450
975271145
974589737
974590093
974611651
974623528
974561662
975287033
975288080
974546361
975268969
974185385
975280845
975279995
975285375
975288668
982944635
976207270
975289664
975277569
975288536
975292827
975278042
975271072
974738538
975273385
874565652
975272990
912282880
914415942
974589842
974586541
975274799
874552062
974590247
975271854
975279146
874591432
975284433
976677218
974548771
973953907
973443143
954679721
964951640
964964610
991891919
945627913
970540008
920123899
5031
3019
3817
1122
4611
3442
974566362
975279480
975287629
975275736
975272842
975275671
974590611
925148849
975297500
916789165
994736000
875273582
975282481
975286479
920334806
973994581
975289885
873084022
975281019
975274578
975276732
973953990
975284352
975274055
975287483
975283879
974607549
974590069
975280764
974625237
974610876
975289508
974737930
975294765
980447766
975277399
996902749
975297519
974627868
974565455
975279561
975298574
974598825
975298558
975275906
974594307
974583682
975276023
979718403
975284581
976831055
964965048
872417982
964952612
1103
5014
4225
4650
3419
5426
913964241
974611597
975290026
975274462
974590794
975285138
974550210
996700402
975283275
880962132
998245508
975295052
875270982
975281949
975282899
996388158
974566605
975271625
988284440
974560364
974570033
974552221
977506123
974584646
874611522
974610817
975278840
975295907
917611386
974738228
975282821
975276279
940138051
861381722
845153272
972417734
942402465
1127
1106
3029
3421
3026
1576
5420
3
975289982
974589648
974590328
875283502
974738619
975281221
975270998
975290131
974590131
922573115
974583674
875289632
990334021
974546353
975281620
974583305
975279766
975276686
912374076
973953915
975276325
975294633
975267644
975285634
974598795
982163277
975276856
874552232
975272443
975274888
975299120
975288935
975278980
974610787
975280497
974590123
975274373
975283682
975277038
975284298
975280179
974565099
975282651
974591448
864968422
839893132
959469792
864994032
988913898
3811
3017
3025
3044
5425
3035
4625
912493881
875294792
989280902
998469635
973681737
974626861
975320499
975274004
974594412
992382597
975289532
875280562
898154432
981039548
974573490
975270904
974569256
875280252
974013436
975285499
975284891
879909252
875274392
975285545
974552108
975280713
975275590
973994646
984095961
975271897
975275299
974598604
974589672
974543850
976654773
993951439
975271714
974738279
896850172
974611678
975287025
875282352
973556932
975286843
995922770
975279138
982944538
964981515
961382246
847737492
943485437
3003
1825
1875
5415
5046
974580632
975289494
875276182
974584778
875287702
975286134
975294919
975271811
977489784
975276333
975267733
975279839
920330576
915225713
975272958
974559528
875285092
975285103
974573504
975280896
975280381
974589923
974590301
974611503
974611473
974590085
975273199
913808932
974558610
975276295
914059135
915684920
864982212
944041036
940755603
4648
5430
5433
974607905
974588145
975269264
975285936
974584662
875283952
916871422
975290158
875272632
974578379
974590395
975287165
979150229
974627892
874607592
971427418
975280853
975278999
974738422
975272389
974590220
975274438
975279332
920897908
974611341
989516663
974738074
974593521
975267717
974747928
974584654
974738589
974048566
973482130
975288056
864953042
961381096
964967458
939901965
845152012
964983003
952540556
4207
4626
1554
4646
3431
3819
3051
975272648
975290204
974584743
975289435
974552310
975272346
975279049
974598752
816668212
873441852
975277720
974590255
975276511
975287564
975274292
974545977
975273873
975294617
975275469
973854143
975281973
975288463
918522859
974180030
975272494
975280411
975297497
992639490
975279790
874573442
974589656
974590387
974738295
974617943
995339765
975273318
964968330
921369417
939866914
3048
1517
3038
975289281
973488783
876976072
979127642
974570076
975300978
975275833
975280551
973746979
975299163
974616777
975277976
974738252
975287769
874747882
974605708
975270912
875282662
973872257
874566322
975270610
975277348
974558661
975283216
977506077
975294676
975271471
975287068
975288161
974578247
974738260
974552191
975272885
975287661
974618117
992541458
976677269
975289443
975278964
974589877
874222062
974611813
975271234
875286862
975282295
945452676
952857991
920297293
940039541
3405
4202
5056
3448
1133
3449
5439
975299724
979126743
975289125
988110833
975284689
974559609
975297446
975290093
973358502
974579960
982722861
975289680
974612631
998173108
975286606
975288609
974180693
975275027
975273431
874589942
974605740
975274896
913837517
975289141
974598671
975287580
973953923
979150296
975272338
974600218
974738627
974616815
975289842
940330408
961382157
864963552
940192692
964983291
939760946
938587418
964978751
1130
1824
3802
1145
1144
38
974590166
975290239
916579632
983522181
974737817
874551422
975290050
974548429
975274446
975273156
975290220
915779328
975285057
975285847
974627957
982164486
975270890
975283151
974738392
973626450
974559552
975271005
974552027
975279537
975277879
974580586
974611120
974591383
975280772
975275108
975271099
974621762
975281752
974611805
975268829
916203993
975285464
875277022
975286460
964947082
959272581
864967272
971035560
921770669
844458312
920415288
3028
3018
3437
3815
4640
3422
5042
5020
4633
979125917
975278328
974738031
875285602
974552353
975283887
975289591
983083269
975284263
986967257
875284932
975271633
975285960
975284778
974602326
975290263
975272923
975282554
974577704
995677466
975290107
975274683
875275402
974738341
974590182
980487806
975274853
975294609
975275574
975290395
974627973
973801317
975299651
974589745
974590174
975282309
964982120
964993602
959318166
864969682
941812716
945578564
5001
3005
3820
1820
1828
4643
974626896
974598574
874581372
974548852
975281744
975299171
975289974
974611627
995821664
975276147
974068192
917635595
975276643
975285200
974628546
975271218
979200293
975284956
975276546
975274128
995355825
975268667
974566257
975275876
975271773
974738570
974605678
975290077
974591405
975960315
974563223
974566265
975272745
975282163
974590212
975287815
813993422
974587998
975276112
975269205
974626616
976207130
995111322
940028515
958501420
864338712
944383565
3043
3813
1822
4203
4218
5421
2100
3046
974117061
975272516
875289152
974566516
974584700
974590824
975289214
875272802
973837397
975289389
975276716
975281280
974620847
974580594
975276651
975273490
911772515
975284018
994665995
975273903
975271498
975273814
975283240
974565323
990804540
975272702
974617994
917672938
975278220
975273059
975281132
975274217
975275612
974738066
975276872
975275795
973480634
975300021
973994735
974545373
912033333
975277801
995234181
975281396
945468661
940898862
939896600
3054
5045
3440
3412
15
25
Alle
974593548
975272524
974610906
973746952
975286975
975274845
974578336
975276244
974187442
987131780
997621506
975283402
975282589
820332342
976429184
974581892
995332779
975271528
974598582
974566427
974573407
875282182
975273326
974611414
974043068
975281833
875275712
974590352
874594342
974738740
975274020
875280392
975280756
974611449
974573377
975278867
975279014
916513968
975287920
974587947
974545365
975279960
974617056
939849831
940363586
964948143
961381185
964964998
4627
3416
3040
1578
5438
975272729
998670799
975282848
974617285
997271041
975289702
975277089
975271064
975280802
980203883
975282597
975283607
991156224
982196574
975292754
975274454
975290379
975268748
995353113
975299414
974552256
988675512
921559828
975272788
974588439
975278298
975270858
975272850
975281779
975324761
974552132
975275493
979951027
974610795
973994638
975280993
974596512
989142283
975280152
975285812
940875560
864983472
954681890
961381630
921234554
3417
5417
46
975290727
980030253
975286177
979120087
982944694
975270556
975294749
979446373
975281094
897457962
974608650
974628465
974566281
974066904
974633345
975274535
975287513
975272214
875277952
874578282
975283461
975270947
975295060
975277143
974594331
875271482
974565641
974589818
974590263
875281712
975290662
875287672
974568993
975278174
975290824
975272575
974737973
975280683
875271032
875299492
975960277
975278972
974626837
974589982
975272303
975279219
975268640
975279758
874580732
888820132
974175762
940667852
964083266
